Stress,CESD,N,E,O,A,C,sex
10,7,48.28 ,53.87 ,50.41 ,56.28 ,42.65 ,0
17,8,43.77 ,45.75 ,45.54 ,42.78 ,43.27 ,0
18,4,49.45 ,53.50 ,51.04 ,33.71 ,43.45 ,0
15,13,53.90 ,48.75 ,53.16 ,58.30 ,55.79 ,0
20,17,61.88 ,28.54 ,38.16 ,48.63 ,35.11 ,1
26,15,49.66 ,47.48 ,42.13 ,45.71 ,49.65 ,1
28,28,50.88 ,42.63 ,58.70 ,62.67 ,48.70 ,1
32,28,70.76 ,38.91 ,51.79 ,53.22 ,43.75 ,1
16,5,45.35 ,45.28 ,42.74 ,44.27 ,43.98 ,0
13,6,50.12 ,47.43 ,43.33 ,49.25 ,50.29 ,0
11,6,50.78 ,48.69 ,53.98 ,50.31 ,58.36 ,0
16,9,54.37 ,44.23 ,45.35 ,52.11 ,42.54 ,1
16,12,46.26 ,47.09 ,55.42 ,41.30 ,47.89 ,1
14,10,54.21 ,34.13 ,35.78 ,29.43 ,51.18 ,1
15,12,56.52 ,41.30 ,32.25 ,43.50 ,44.94 ,0
17,16,57.74 ,48.63 ,49.48 ,56.47 ,46.63 ,1
21,12,58.74 ,44.07 ,46.99 ,53.57 ,40.14 ,0
13,5,59.97 ,28.13 ,37.41 ,49.87 ,33.43 ,1
17,9,58.82 ,36.83 ,44.09 ,46.45 ,43.20 ,0
17,12,60.47 ,33.19 ,53.75 ,33.41 ,44.92 ,0
12,13,51.73 ,46.63 ,46.62 ,57.59 ,51.15 ,1
14,12,62.27 ,50.67 ,46.92 ,35.68 ,38.14 ,0
24,13,63.83 ,30.81 ,40.36 ,37.10 ,42.69 ,1
16,11,52.23 ,61.40 ,55.05 ,53.94 ,47.76 ,0
13,10,46.87 ,37.88 ,49.00 ,28.50 ,42.33 ,0
15,9,58.14 ,34.76 ,33.58 ,40.20 ,46.45 ,0
13,6,36.99 ,54.21 ,65.44 ,31.33 ,39.17 ,0
33,14,59.39 ,34.95 ,36.97 ,35.69 ,37.35 ,0
32,18,65.74 ,29.72 ,46.58 ,25.78 ,41.52 ,0
25,24,72.11 ,29.68 ,36.35 ,38.54 ,28.19 ,0
17,10,52.55 ,38.99 ,59.26 ,34.96 ,42.04 ,0
9,0,49.63 ,54.71 ,47.59 ,37.15 ,53.99 ,0
26,30,72.77 ,30.62 ,42.23 ,24.36 ,33.06 ,0
11,3,44.45 ,42.98 ,39.55 ,47.53 ,53.23 ,0
21,9,68.21 ,47.57 ,42.92 ,25.19 ,31.03 ,0
15,10,42.53 ,46.07 ,50.62 ,62.62 ,58.22 ,0
27,22,50.54 ,31.08 ,43.27 ,34.88 ,26.47 ,0
9,9,46.25 ,51.40 ,53.70 ,46.37 ,44.14 ,0
9,9,41.40 ,44.96 ,54.21 ,49.04 ,36.39 ,0
19,17,56.01 ,40.24 ,43.42 ,21.30 ,40.74 ,0
21,17,61.85 ,47.65 ,51.01 ,53.42 ,31.44 ,0
17,12,66.31 ,54.29 ,52.26 ,39.43 ,38.02 ,1
36,8,47.87 ,42.94 ,27.06 ,48.30 ,51.02 ,0
26,16,53.93 ,32.73 ,36.69 ,25.84 ,27.43 ,0
17,15,63.21 ,35.87 ,43.82 ,42.77 ,39.55 ,1
16,8,62.90 ,44.45 ,51.88 ,39.76 ,45.39 ,1
13,8,47.24 ,51.16 ,43.77 ,41.17 ,55.49 ,0
20,12,54.53 ,51.94 ,67.15 ,43.21 ,24.99 ,0
9,9,46.49 ,48.15 ,52.13 ,39.06 ,50.44 ,0
9,5,36.35 ,39.03 ,50.51 ,36.00 ,59.29 ,0
30,28,73.23 ,31.44 ,46.44 ,46.61 ,31.32 ,1
12,13,60.06 ,37.21 ,37.37 ,51.16 ,39.19 ,0
22,13,62.30 ,46.27 ,60.43 ,48.77 ,41.27 ,1
17,9,43.45 ,53.89 ,58.69 ,49.19 ,45.63 ,0
17,15,59.87 ,37.03 ,50.32 ,37.10 ,36.20 ,0
10,9,52.11 ,41.13 ,54.52 ,53.01 ,42.45 ,1
12,8,47.55 ,42.81 ,54.98 ,39.55 ,31.65 ,1
15,11,53.15 ,47.17 ,54.49 ,42.04 ,40.77 ,0
24,17,61.84 ,41.61 ,56.16 ,40.85 ,47.13 ,0
12,6,47.79 ,47.88 ,52.30 ,50.25 ,47.53 ,0
10,0,57.79 ,33.75 ,45.82 ,30.82 ,35.00 ,0
13,9,51.40 ,46.45 ,49.57 ,47.75 ,44.76 ,0
9,11,39.68 ,41.75 ,41.52 ,47.01 ,47.34 ,0
9,6,45.54 ,60.39 ,54.12 ,55.61 ,51.45 ,0
9,5,68.95 ,35.27 ,49.50 ,42.86 ,36.20 ,1
12,7,63.11 ,60.60 ,61.73 ,51.39 ,24.50 ,0
11,9,55.87 ,30.35 ,47.86 ,28.72 ,39.98 ,0
14,6,43.99 ,42.14 ,35.92 ,50.62 ,56.11 ,1
18,8,50.25 ,39.32 ,59.33 ,53.57 ,47.62 ,0
24,13,43.07 ,53.59 ,52.17 ,56.07 ,57.58 ,0
16,6,54.89 ,47.73 ,48.00 ,41.88 ,25.16 ,0
25,16,47.91 ,42.66 ,67.89 ,41.37 ,62.16 ,0
14,12,52.13 ,46.81 ,53.78 ,34.81 ,54.72 ,1
15,6,41.92 ,33.74 ,56.55 ,49.09 ,44.96 ,0
11,9,57.81 ,47.21 ,41.60 ,44.94 ,46.94 ,0
12,6,50.14 ,59.06 ,58.74 ,49.86 ,47.50 ,0
18,13,55.99 ,43.08 ,51.32 ,34.21 ,38.30 ,0
23,11,68.23 ,34.24 ,44.38 ,37.25 ,29.80 ,1
13,0,47.88 ,50.29 ,48.35 ,31.40 ,46.17 ,0
16,12,50.66 ,42.56 ,34.71 ,47.15 ,35.94 ,0
12,10,49.09 ,48.75 ,71.35 ,57.71 ,40.75 ,0
19,15,60.61 ,30.95 ,33.82 ,27.17 ,26.62 ,0
40,25,55.79 ,31.13 ,32.16 ,38.47 ,32.87 ,1
9,9,53.50 ,32.01 ,55.17 ,20.54 ,32.40 ,1
11,9,56.51 ,24.71 ,47.40 ,55.50 ,41.79 ,1
21,16,60.11 ,35.76 ,37.71 ,47.16 ,34.89 ,0
11,9,47.23 ,41.97 ,40.46 ,47.08 ,43.18 ,0
10,6,49.99 ,40.81 ,48.87 ,31.54 ,47.72 ,0
18,11,59.66 ,28.66 ,51.79 ,21.49 ,34.61 ,0
9,0,55.84 ,30.14 ,37.33 ,18.85 ,30.89 ,1
11,9,36.17 ,39.23 ,47.51 ,48.66 ,48.44 ,0
14,3,56.93 ,46.49 ,54.91 ,47.12 ,46.81 ,0
19,14,59.66 ,42.27 ,44.89 ,42.77 ,47.43 ,0
9,7,46.75 ,51.20 ,44.85 ,32.66 ,52.99 ,0
20,10,55.42 ,30.88 ,32.43 ,28.17 ,34.25 ,0
12,10,60.53 ,31.24 ,46.14 ,16.69 ,29.64 ,0
14,6,55.67 ,49.17 ,38.53 ,39.28 ,37.59 ,0
9,8,44.61 ,31.78 ,53.59 ,51.60 ,45.17 ,1
33,44,68.51 ,35.23 ,46.03 ,38.56 ,38.90 ,1
13,6,49.05 ,51.81 ,58.27 ,50.45 ,46.00 ,0
11,9,54.06 ,42.79 ,55.47 ,54.26 ,33.11 ,1
18,8,52.82 ,48.22 ,59.27 ,46.34 ,52.98 ,0
18,15,56.61 ,35.12 ,49.05 ,42.13 ,36.54 ,0
9,9,41.66 ,54.37 ,52.95 ,46.54 ,52.81 ,1
9,9,35.96 ,56.33 ,62.94 ,54.46 ,61.92 ,0
17,10,67.54 ,38.72 ,63.54 ,47.77 ,36.45 ,0
12,7,51.83 ,46.25 ,54.43 ,51.23 ,46.42 ,0
15,9,40.63 ,51.44 ,55.05 ,40.00 ,42.62 ,0
9,9,46.22 ,51.15 ,68.52 ,47.19 ,38.20 ,0
11,9,42.90 ,46.65 ,53.28 ,40.67 ,52.39 ,0
13,6,46.73 ,46.47 ,46.01 ,54.88 ,44.03 ,0
13,10,48.21 ,46.09 ,51.31 ,42.20 ,50.45 ,0
17,10,47.62 ,45.25 ,43.65 ,50.55 ,40.82 ,0
14,1,48.79 ,49.54 ,63.16 ,38.05 ,54.40 ,0
13,11,44.58 ,47.64 ,57.66 ,57.82 ,43.46 ,0
18,12,49.13 ,40.00 ,53.00 ,47.07 ,44.85 ,0
19,7,61.67 ,43.70 ,53.84 ,42.22 ,28.04 ,0
15,9,47.70 ,49.13 ,36.38 ,47.72 ,41.94 ,0
13,6,43.20 ,56.44 ,49.78 ,54.24 ,52.49 ,1
24,11,59.57 ,38.95 ,46.03 ,51.94 ,44.92 ,1
13,9,43.95 ,42.08 ,47.30 ,51.82 ,48.70 ,0
17,11,64.53 ,38.04 ,43.14 ,45.22 ,44.06 ,0
16,9,54.88 ,39.55 ,59.09 ,43.41 ,41.13 ,1
16,10,48.33 ,48.35 ,51.10 ,35.76 ,42.22 ,0
18,7,54.74 ,31.42 ,36.33 ,18.51 ,22.30 ,1
9,9,50.31 ,38.60 ,41.85 ,42.75 ,36.71 ,0
22,12,61.26 ,44.55 ,45.17 ,48.52 ,50.87 ,0
9,9,39.98 ,64.42 ,59.46 ,42.52 ,48.59 ,1
26,8,52.73 ,38.31 ,40.69 ,34.24 ,49.07 ,0
10,11,56.97 ,44.27 ,50.03 ,31.34 ,45.63 ,1
17,6,55.66 ,29.91 ,47.82 ,37.26 ,29.81 ,1
15,9,48.90 ,41.50 ,36.30 ,56.83 ,43.16 ,0
10,8,51.61 ,50.96 ,45.42 ,51.65 ,55.24 ,1
9,9,40.74 ,60.26 ,55.35 ,48.33 ,51.87 ,0
22,21,65.29 ,21.90 ,28.57 ,39.16 ,38.33 ,1
18,11,58.94 ,35.32 ,35.22 ,32.17 ,26.96 ,1
14,9,43.42 ,36.30 ,32.66 ,54.00 ,47.49 ,1
19,9,53.63 ,50.01 ,50.30 ,47.14 ,43.78 ,1
15,15,54.01 ,38.82 ,46.02 ,54.64 ,41.28 ,0
12,9,40.29 ,56.50 ,56.13 ,40.80 ,31.43 ,0
13,10,58.86 ,42.04 ,46.60 ,46.82 ,51.59 ,1
12,12,57.98 ,47.19 ,47.56 ,40.70 ,36.33 ,1
12,9,26.36 ,52.34 ,53.90 ,51.23 ,56.94 ,0
32,20,80.09 ,34.96 ,60.54 ,33.97 ,30.92 ,0
18,15,50.45 ,45.02 ,47.41 ,35.05 ,34.71 ,0
15,15,55.37 ,46.65 ,39.21 ,44.82 ,42.66 ,0
13,12,49.02 ,47.34 ,50.10 ,40.65 ,50.24 ,1
19,8,54.85 ,53.97 ,51.32 ,49.94 ,48.11 ,1
11,9,32.94 ,51.92 ,58.53 ,36.00 ,54.10 ,0
17,14,53.63 ,40.24 ,55.26 ,45.64 ,46.49 ,0
12,9,42.79 ,54.98 ,57.17 ,46.99 ,58.31 ,0
23,13,61.70 ,29.87 ,46.62 ,32.30 ,31.01 ,0
17,18,52.58 ,39.08 ,37.38 ,54.81 ,41.09 ,1
19,14,62.20 ,45.08 ,60.98 ,67.62 ,41.54 ,0
20,18,68.62 ,21.36 ,51.74 ,48.46 ,33.50 ,1
16,10,46.39 ,51.81 ,37.09 ,38.63 ,46.02 ,0
12,9,59.49 ,31.45 ,48.47 ,30.26 ,30.07 ,0
15,11,55.50 ,33.89 ,46.73 ,30.10 ,34.08 ,0
17,15,57.57 ,45.97 ,48.18 ,50.00 ,40.84 ,0
11,9,50.94 ,41.39 ,41.91 ,47.25 ,50.31 ,1
19,17,64.04 ,49.75 ,52.03 ,44.19 ,31.43 ,1
14,10,56.43 ,52.55 ,45.99 ,47.00 ,40.40 ,1
19,13,63.00 ,50.43 ,42.54 ,42.12 ,33.69 ,1
14,9,42.09 ,55.02 ,56.20 ,62.62 ,52.62 ,1
12,9,33.29 ,64.64 ,57.46 ,44.69 ,68.87 ,0
9,8,38.34 ,44.21 ,38.44 ,51.99 ,50.63 ,0
15,10,49.38 ,44.47 ,50.19 ,37.71 ,33.58 ,1
16,14,57.73 ,42.62 ,48.52 ,51.36 ,36.38 ,1
9,9,37.36 ,50.89 ,57.93 ,50.59 ,55.13 ,1
12,6,63.13 ,32.34 ,54.80 ,14.07 ,34.18 ,1
12,10,58.24 ,55.33 ,44.47 ,54.46 ,45.43 ,1
15,10,57.45 ,45.04 ,44.21 ,20.75 ,32.26 ,1
25,15,75.48 ,43.66 ,35.24 ,33.42 ,44.19 ,1
11,9,48.83 ,38.08 ,50.47 ,31.41 ,48.21 ,0
22,17,55.54 ,30.40 ,55.92 ,22.35 ,39.30 ,1
11,9,58.03 ,41.25 ,50.03 ,52.22 ,49.31 ,1
19,12,53.02 ,49.06 ,51.23 ,53.54 ,48.47 ,1
27,11,55.96 ,25.21 ,12.50 ,28.97 ,16.41 ,0
13,8,38.47 ,43.17 ,43.35 ,31.66 ,54.58 ,1
16,9,56.15 ,37.87 ,35.80 ,50.64 ,39.28 ,1
19,13,66.77 ,44.94 ,71.12 ,46.39 ,49.56 ,1
23,17,62.86 ,40.42 ,41.11 ,40.95 ,64.68 ,1
20,9,59.92 ,47.97 ,35.49 ,31.63 ,34.53 ,0
14,18,45.79 ,58.43 ,61.45 ,37.38 ,50.60 ,1
15,9,60.08 ,33.48 ,41.66 ,25.91 ,31.21 ,0
26,22,57.56 ,34.57 ,48.00 ,64.85 ,39.43 ,0
21,10,53.96 ,35.84 ,48.03 ,45.60 ,39.46 ,0
11,4,60.57 ,57.38 ,50.47 ,45.02 ,34.16 ,0
12,12,51.43 ,30.93 ,49.66 ,23.35 ,27.98 ,1
32,21,63.89 ,52.43 ,72.14 ,38.80 ,48.35 ,1
9,4,51.35 ,53.28 ,56.27 ,43.64 ,43.00 ,0
15,8,51.03 ,40.16 ,57.11 ,36.95 ,45.56 ,0
18,14,49.58 ,34.06 ,56.47 ,64.08 ,43.67 ,1
15,6,52.58 ,46.15 ,52.74 ,55.39 ,52.31 ,0
14,13,60.17 ,32.23 ,46.11 ,30.05 ,27.19 ,0
9,6,69.67 ,37.26 ,38.52 ,37.08 ,55.51 ,0
11,6,57.52 ,44.85 ,48.90 ,42.21 ,48.47 ,0
12,15,57.45 ,56.60 ,49.46 ,54.25 ,52.23 ,1
19,27,59.47 ,31.66 ,44.95 ,34.91 ,31.70 ,1
36,25,90.23 ,37.02 ,32.04 ,33.83 ,20.81 ,1
27,13,55.35 ,43.83 ,53.64 ,41.90 ,41.89 ,0
24,14,62.44 ,41.02 ,54.19 ,42.93 ,39.01 ,1
15,6,53.88 ,35.35 ,39.99 ,32.06 ,30.04 ,0
15,8,55.80 ,34.22 ,56.55 ,57.01 ,37.53 ,1
38,20,58.36 ,31.13 ,30.57 ,26.85 ,48.82 ,1
15,13,57.42 ,24.31 ,44.96 ,48.41 ,41.65 ,1
24,11,57.14 ,54.91 ,55.17 ,4.14 ,45.88 ,0
35,18,61.21 ,21.55 ,40.65 ,47.07 ,51.81 ,0
17,11,53.64 ,48.54 ,51.94 ,35.68 ,43.89 ,1
19,17,52.15 ,38.88 ,48.63 ,42.08 ,39.27 ,0
24,11,65.33 ,54.38 ,53.91 ,41.89 ,45.48 ,1
19,16,47.03 ,45.70 ,55.91 ,50.10 ,47.31 ,0
9,9,57.95 ,34.77 ,47.45 ,24.39 ,33.16 ,0
14,9,53.16 ,46.57 ,63.15 ,54.74 ,39.55 ,0
14,10,56.00 ,48.01 ,51.35 ,52.75 ,37.75 ,1
15,12,55.73 ,50.49 ,52.38 ,52.16 ,34.67 ,1
20,15,60.43 ,57.56 ,69.12 ,48.18 ,40.14 ,1
18,15,55.34 ,41.22 ,49.71 ,46.54 ,45.89 ,0
11,1,62.50 ,45.73 ,42.47 ,46.31 ,33.57 ,1
25,26,54.34 ,43.09 ,50.35 ,24.52 ,52.09 ,0
13,9,44.41 ,45.65 ,56.95 ,39.87 ,53.10 ,1
9,8,41.72 ,46.18 ,52.59 ,58.23 ,51.74 ,0
17,11,69.04 ,49.42 ,47.87 ,37.93 ,47.37 ,0
13,7,43.73 ,39.52 ,24.19 ,51.35 ,51.11 ,0
18,15,44.90 ,42.53 ,45.43 ,49.80 ,46.39 ,1
14,9,55.19 ,34.32 ,49.77 ,50.55 ,46.05 ,1
19,15,60.54 ,55.70 ,52.58 ,49.25 ,47.39 ,1
30,32,66.41 ,56.19 ,71.97 ,3.47 ,26.91 ,1
16,13,60.08 ,42.95 ,42.81 ,35.11 ,37.11 ,1
11,7,55.65 ,28.04 ,48.03 ,51.89 ,42.20 ,1
25,23,50.37 ,37.41 ,45.51 ,39.33 ,49.60 ,1
21,9,59.80 ,28.75 ,24.95 ,43.71 ,46.83 ,1
14,13,48.70 ,54.64 ,60.18 ,50.68 ,60.59 ,1
38,30,65.67 ,37.97 ,36.85 ,26.49 ,43.84 ,0
9,6,52.29 ,62.63 ,51.60 ,39.96 ,49.42 ,1
18,8,65.43 ,47.82 ,50.34 ,45.01 ,39.94 ,1
19,11,52.15 ,42.96 ,47.08 ,27.17 ,41.51 ,1
13,10,46.76 ,44.27 ,44.37 ,41.57 ,53.14 ,1
9,9,51.43 ,55.11 ,50.59 ,48.42 ,38.52 ,1
12,11,48.84 ,46.77 ,50.08 ,58.03 ,33.06 ,0
15,0,45.71 ,55.53 ,62.30 ,65.50 ,59.79 ,1
14,8,40.30 ,54.47 ,46.47 ,64.63 ,55.78 ,0
18,11,48.30 ,51.61 ,50.54 ,61.18 ,47.14 ,0
14,3,45.76 ,54.70 ,57.28 ,57.10 ,53.73 ,0
24,16,48.89 ,37.51 ,43.73 ,37.02 ,47.20 ,0
16,16,71.66 ,36.81 ,40.24 ,38.68 ,49.24 ,1
10,6,58.85 ,54.53 ,66.12 ,42.09 ,53.99 ,0
9,3,63.83 ,33.26 ,49.06 ,39.33 ,39.32 ,1
16,11,49.18 ,44.37 ,40.15 ,29.98 ,50.87 ,0
12,6,53.09 ,43.20 ,41.57 ,33.64 ,41.03 ,0
10,11,49.14 ,47.61 ,50.71 ,39.18 ,45.76 ,0
9,8,60.27 ,47.65 ,54.92 ,45.71 ,42.44 ,0
16,5,65.05 ,42.35 ,45.91 ,36.65 ,38.74 ,1
15,10,53.66 ,56.64 ,61.39 ,51.32 ,41.88 ,1
19,13,54.45 ,54.75 ,47.62 ,42.83 ,54.18 ,0
13,11,54.38 ,51.62 ,42.72 ,34.03 ,53.92 ,0
23,26,65.87 ,47.69 ,42.98 ,51.95 ,29.63 ,1
13,9,56.03 ,41.24 ,49.63 ,45.12 ,48.87 ,0
12,19,50.05 ,35.78 ,35.25 ,38.48 ,50.31 ,1
21,20,63.52 ,33.76 ,48.01 ,48.29 ,40.50 ,0
9,10,49.44 ,40.41 ,42.51 ,41.10 ,43.24 ,0
14,10,44.50 ,49.56 ,43.08 ,38.28 ,32.05 ,0
13,9,55.42 ,37.35 ,56.11 ,39.89 ,41.39 ,1
29,23,61.62 ,39.91 ,46.10 ,36.63 ,47.16 ,1
9,9,48.07 ,64.91 ,70.39 ,54.22 ,54.46 ,0
19,6,52.72 ,44.40 ,44.21 ,53.50 ,45.68 ,0
12,9,51.95 ,50.74 ,44.22 ,47.81 ,39.44 ,0
20,9,52.78 ,37.94 ,46.20 ,44.25 ,39.52 ,0
11,8,53.89 ,38.04 ,40.62 ,42.02 ,39.17 ,0
14,15,58.86 ,49.60 ,45.67 ,44.15 ,38.46 ,1
16,10,48.11 ,47.58 ,52.23 ,55.48 ,28.99 ,0
18,13,55.83 ,49.09 ,44.92 ,49.30 ,43.19 ,0
28,21,64.53 ,41.98 ,35.37 ,35.60 ,34.60 ,1
15,10,57.52 ,43.96 ,49.54 ,27.11 ,27.87 ,1
15,9,58.08 ,36.79 ,61.88 ,39.30 ,39.12 ,1
12,10,52.10 ,44.21 ,55.86 ,32.00 ,50.12 ,1
9,9,40.45 ,45.68 ,43.92 ,46.98 ,40.31 ,0
16,9,48.24 ,56.02 ,58.01 ,40.06 ,46.88 ,0
17,18,37.75 ,60.91 ,67.37 ,55.91 ,69.19 ,0
9,6,45.15 ,51.90 ,52.68 ,46.28 ,52.42 ,0
19,18,65.49 ,35.01 ,39.32 ,17.13 ,38.35 ,0
13,11,42.45 ,45.54 ,45.00 ,62.05 ,58.28 ,1
16,4,48.72 ,54.21 ,49.99 ,20.69 ,48.39 ,0
12,8,69.45 ,31.28 ,52.95 ,45.15 ,31.43 ,1
13,7,62.34 ,40.09 ,43.01 ,35.73 ,20.02 ,1
10,9,48.54 ,42.11 ,49.20 ,54.18 ,52.77 ,0
13,13,67.38 ,57.59 ,57.45 ,42.97 ,43.63 ,1
9,9,52.11 ,50.46 ,46.64 ,39.22 ,47.37 ,0
15,9,49.03 ,32.53 ,31.94 ,52.22 ,51.32 ,0
9,11,42.44 ,39.26 ,48.53 ,46.96 ,49.97 ,1
10,6,62.78 ,41.63 ,44.89 ,37.90 ,35.71 ,0
17,25,52.78 ,35.01 ,47.61 ,44.86 ,33.99 ,0
21,22,54.28 ,32.52 ,56.90 ,31.47 ,43.25 ,1
9,9,41.94 ,49.23 ,55.59 ,56.92 ,48.59 ,0
13,13,53.18 ,41.36 ,27.52 ,47.68 ,33.99 ,0
13,10,51.88 ,62.16 ,53.86 ,46.50 ,24.60 ,0
17,13,58.40 ,27.12 ,55.97 ,47.76 ,41.05 ,1
19,10,59.12 ,31.69 ,28.08 ,23.68 ,35.66 ,0
34,34,73.64 ,28.63 ,45.72 ,41.20 ,26.35 ,1
18,11,52.62 ,49.10 ,38.74 ,54.23 ,38.46 ,1
13,9,57.70 ,46.45 ,44.35 ,49.28 ,42.81 ,1
16,9,62.85 ,36.36 ,39.37 ,56.30 ,48.53 ,0
9,3,48.83 ,69.51 ,51.27 ,33.11 ,36.88 ,0
16,19,50.36 ,32.09 ,58.71 ,31.45 ,40.50 ,1
18,9,45.39 ,59.98 ,47.13 ,56.33 ,53.93 ,1
17,26,54.64 ,36.69 ,52.13 ,41.27 ,44.64 ,0
12,9,45.88 ,42.34 ,48.56 ,47.06 ,59.89 ,0
12,10,49.08 ,53.44 ,53.26 ,37.12 ,66.96 ,1
10,9,47.98 ,53.49 ,50.75 ,47.06 ,45.21 ,1
9,3,35.93 ,48.29 ,58.13 ,50.80 ,43.02 ,0
40,43,65.02 ,49.53 ,37.21 ,23.53 ,47.90 ,1
30,20,57.06 ,43.14 ,52.42 ,44.25 ,47.04 ,1
10,9,47.72 ,53.44 ,36.45 ,61.33 ,34.13 ,0
26,22,71.02 ,30.31 ,53.80 ,44.40 ,32.02 ,1
13,7,60.53 ,38.93 ,46.90 ,41.42 ,31.82 ,1
25,10,56.05 ,31.71 ,24.35 ,34.95 ,46.25 ,0
45,32,75.09 ,39.02 ,58.85 ,23.91 ,34.17 ,1
10,11,54.34 ,41.31 ,34.78 ,47.86 ,35.20 ,0
18,18,58.78 ,71.36 ,44.54 ,61.38 ,49.68 ,1
24,17,67.76 ,32.84 ,54.79 ,26.44 ,43.68 ,0
19,6,57.99 ,46.12 ,55.33 ,34.18 ,43.84 ,1
9,10,53.24 ,42.47 ,48.24 ,49.84 ,39.74 ,1
16,7,62.91 ,47.46 ,40.18 ,51.55 ,45.25 ,1
20,16,59.98 ,36.76 ,52.57 ,27.19 ,41.19 ,1
12,9,49.80 ,51.15 ,50.77 ,29.32 ,47.52 ,0
13,9,43.60 ,50.50 ,54.85 ,40.42 ,50.63 ,0
16,19,70.40 ,40.57 ,38.67 ,49.29 ,23.32 ,1
9,6,57.23 ,40.17 ,39.37 ,60.01 ,33.74 ,0
12,9,44.59 ,46.08 ,50.41 ,50.39 ,50.96 ,0
21,9,57.51 ,26.67 ,48.47 ,36.88 ,35.92 ,0
27,15,55.85 ,55.18 ,61.98 ,23.16 ,46.16 ,1
17,10,48.11 ,38.99 ,33.65 ,35.70 ,44.31 ,0
9,6,45.35 ,45.88 ,46.11 ,52.05 ,33.79 ,0
14,8,54.79 ,55.14 ,45.21 ,46.41 ,45.08 ,0
12,9,42.67 ,64.68 ,63.48 ,42.11 ,50.04 ,0
15,10,50.02 ,38.28 ,45.86 ,54.34 ,50.45 ,1
13,10,70.29 ,46.16 ,44.42 ,34.45 ,38.33 ,1
31,23,78.37 ,36.97 ,47.62 ,26.69 ,26.36 ,1
14,12,53.25 ,39.86 ,46.87 ,48.61 ,35.08 ,1
9,9,49.98 ,54.40 ,37.51 ,25.15 ,57.39 ,0
17,8,38.52 ,59.60 ,64.28 ,24.41 ,49.05 ,0
17,15,48.96 ,28.50 ,41.95 ,46.19 ,40.09 ,0
17,12,62.43 ,30.82 ,53.33 ,46.36 ,42.57 ,1
31,14,58.31 ,26.79 ,65.56 ,44.78 ,26.23 ,0
12,9,53.18 ,48.93 ,48.12 ,45.69 ,52.34 ,0
13,9,47.07 ,45.40 ,46.36 ,46.55 ,43.19 ,0
18,14,43.55 ,59.15 ,58.05 ,55.02 ,41.99 ,1
15,4,53.58 ,44.94 ,54.74 ,38.52 ,46.01 ,1
11,9,46.80 ,46.25 ,46.30 ,44.07 ,51.38 ,0
17,6,44.55 ,56.17 ,66.03 ,35.79 ,49.18 ,0
13,0,47.23 ,43.85 ,64.41 ,49.75 ,48.10 ,0
10,9,49.38 ,48.45 ,61.46 ,47.12 ,45.25 ,0
13,9,50.86 ,51.07 ,47.47 ,45.76 ,44.26 ,0
14,9,51.71 ,52.13 ,48.40 ,40.77 ,43.61 ,0
15,27,63.29 ,36.26 ,46.94 ,36.86 ,29.83 ,1
14,10,53.91 ,67.79 ,76.36 ,38.16 ,44.29 ,1
22,8,46.31 ,44.46 ,49.97 ,34.88 ,56.91 ,0
15,13,60.19 ,37.85 ,37.20 ,45.00 ,55.68 ,1
14,7,48.87 ,33.70 ,37.61 ,41.29 ,45.79 ,0
11,6,62.10 ,60.72 ,63.62 ,52.83 ,41.09 ,1
26,21,69.65 ,34.35 ,52.51 ,54.23 ,46.14 ,1
15,6,43.47 ,34.50 ,34.52 ,53.50 ,39.44 ,0
21,21,52.41 ,51.88 ,49.15 ,47.75 ,44.36 ,0
10,10,38.62 ,62.76 ,53.22 ,50.79 ,59.42 ,0
9,9,33.23 ,56.89 ,41.50 ,55.53 ,63.28 ,0
10,13,54.96 ,39.94 ,64.75 ,49.37 ,44.08 ,1
29,41,62.13 ,33.55 ,52.83 ,35.71 ,34.04 ,1
16,9,56.84 ,49.55 ,40.62 ,44.29 ,60.77 ,1
26,20,61.90 ,47.18 ,47.50 ,39.36 ,38.14 ,1
14,12,52.46 ,44.80 ,53.90 ,41.49 ,51.54 ,1
13,12,48.91 ,46.80 ,54.52 ,43.61 ,46.31 ,1
13,7,48.52 ,51.93 ,46.86 ,55.74 ,40.40 ,0
11,11,42.61 ,45.30 ,37.78 ,47.73 ,48.88 ,1
26,34,65.69 ,28.13 ,52.87 ,51.17 ,40.99 ,1
9,7,48.32 ,64.88 ,68.12 ,53.02 ,47.47 ,0
13,14,54.67 ,37.92 ,45.32 ,33.11 ,44.12 ,1
11,9,54.13 ,56.37 ,47.13 ,39.95 ,47.85 ,0
21,10,47.93 ,62.66 ,64.16 ,44.94 ,40.90 ,0
14,10,50.73 ,35.38 ,44.97 ,46.89 ,36.76 ,0
17,11,49.67 ,31.44 ,54.64 ,37.82 ,45.86 ,1
16,14,50.69 ,37.67 ,32.40 ,33.61 ,42.19 ,1
15,10,38.51 ,58.20 ,50.39 ,27.88 ,53.27 ,0
27,8,57.64 ,63.34 ,59.53 ,38.67 ,35.26 ,0
15,11,62.56 ,35.55 ,31.21 ,55.59 ,35.33 ,1
18,21,64.62 ,43.06 ,49.07 ,31.45 ,48.17 ,0
11,10,43.25 ,52.03 ,60.09 ,38.60 ,53.12 ,0
15,11,61.30 ,45.40 ,43.25 ,38.41 ,40.12 ,1
20,15,62.35 ,35.57 ,43.57 ,37.71 ,41.37 ,0
